xQuery - Property Name,propId,leaseId,specialId,specialName,timestamp,status,xQuery - Related Special,xQuery - Related Lease,Related Lease,Related Special,owner,primaryKey,chargeTiming,chargeTimingId,Date Created,Date Modified,Last Modified By,Lease - Property Name,leaseIntervalId,Link ID#,Link Owner,Special - Gift Card Amount,Special - Property Name,specialAmount,typeId,typeName
0,"1,143,679",13453483,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,060",,,gmh,13453483-17112225-12010444,,,10-23-2023 03:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,112,225",8179,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13454625,12010444,Rates now include Utilities,"1,705,302,020",Available,,"31,642",,,gmh,13454625-17114944-12010444,,,10-23-2023 03:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,114,944",8191,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13454740,12010444,Rates now include Utilities,"1,705,302,020",Available,,"31,949",,,gmh,13454740-17115331-12010444,,,10-23-2023 03:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,115,331",8193,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13455245,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,010",,,gmh,13455245-17105583-12010444,,,10-23-2023 03:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,105,583",8198,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13455520,12010444,Rates now include Utilities,"1,705,302,020",Available,,"31,687",,,gmh,13455520-17116660-12010444,,,10-23-2023 03:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,116,660",8201,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13455771,12010444,Rates now include Utilities,"1,705,302,020",Available,,"31,639",,,gmh,13455771-17117015-12010444,,,10-23-2023 03:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,117,015",8203,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13455844,12010444,Rates now include Utilities,"1,705,302,020",Available,,"31,640",,,gmh,13455844-17117219-12010444,,,10-23-2023 03:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,117,219",8205,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13455846,12010444,Rates now include Utilities,"1,705,302,020",Available,,"31,641",,,gmh,13455846-17117222-12010444,,,10-23-2023 03:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,117,222",8207,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13455875,12010444,Rates now include Utilities,"1,705,302,020",Available,,"31,688",,,gmh,13455875-17117253-12010444,,,10-23-2023 03:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,117,253",8209,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13456008,12010444,Rates now include Utilities,"1,705,302,020",Available,,"31,686",,,gmh,13456008-17117257-12010444,,,10-23-2023 03:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,117,257",8211,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13456119,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,011",,,gmh,13456119-17118191-12010444,,,10-23-2023 03:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,118,191",8213,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13456123,12010444,Rates now include Utilities,"1,705,302,020",Available,,"31,950",,,gmh,13456123-17077060-12010444,,,10-23-2023 03:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,077,060",8215,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13456315,12010444,Rates now include Utilities,"1,705,302,020",Available,,"31,946",,,gmh,13456315-17111260-12010444,,,10-23-2023 03:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,111,260",8217,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13456320,12010444,Rates now include Utilities,"1,705,302,020",Available,,"31,689",,,gmh,13456320-17118661-12010444,,,10-23-2023 03:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,118,661",8219,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13456322,12010444,Rates now include Utilities,"1,705,302,020",Available,,"31,690",,,gmh,13456322-17118662-12010444,,,10-23-2023 03:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,118,662",8221,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13456324,12010444,Rates now include Utilities,"1,705,302,020",Available,,"31,691",,,gmh,13456324-17118664-12010444,,,10-23-2023 03:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,118,664",8223,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13456340,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,009",,,gmh,13456340-17118744-12010444,,,10-23-2023 03:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,118,744",8225,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13456351,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,004",,,gmh,13456351-17118795-12010444,,,10-23-2023 03:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,118,795",8227,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13456352,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,007",,,gmh,13456352-17118797-12010444,,,10-23-2023 03:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,118,797",8229,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13456354,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,005",,,gmh,13456354-17118800-12010444,,,10-23-2023 03:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,118,800",8231,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13456506,12010444,Rates now include Utilities,"1,705,302,020",Available,,"31,777",,,gmh,13456506-17118998-12010444,,,10-23-2023 03:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,118,998",8233,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13456541,12010444,Rates now include Utilities,"1,705,302,020",Available,,"31,947",,,gmh,13456541-17119076-12010444,,,10-23-2023 03:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,119,076",8235,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13456698,12010444,Rates now include Utilities,"1,705,302,020",Available,,"31,948",,,gmh,13456698-17119290-12010444,,,10-23-2023 03:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,119,290",8237,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13456736,12010444,Rates now include Utilities,"1,705,302,020",Available,,"31,866",,,gmh,13456736-17119354-12010444,,,10-23-2023 03:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,119,354",8239,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13457798,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,008",,,gmh,13457798-17121296-12010444,,,10-23-2023 03:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,121,296",8241,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13451680,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,266",,,gmh,13451680-17102568-12010444,,,11-10-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,102,568",8255,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13452066,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,470",,,gmh,13452066-17103126-12010444,,,11-10-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,103,126",8259,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13453778,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,704",,,gmh,13453778-17113316-12010444,,,11-10-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,113,316",8264,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13455386,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,273",,,gmh,13455386-17116494-12010444,,,11-10-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,116,494",8266,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13456863,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,472",,,gmh,13456863-17118361-12010444,,,11-10-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,118,361",8268,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13457382,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,337",,,gmh,13457382-17120719-12010444,,,11-10-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,120,719",8270,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13457800,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,267",,,gmh,13457800-17121298-12010444,,,11-10-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,121,298",8272,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13457841,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,474",,,gmh,13457841-17121355-12010444,,,11-10-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,121,355",8274,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13458112,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,269",,,gmh,13458112-17121722-12010444,,,11-10-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,121,722",8276,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
