Property ID,Property Name,Property Type,Property Website,Property Email,Property Description Short,Property Description Long,Is Disabled,Is Featured,Parent Property Id,Year Built,Address Street,Address City,Address State,Address Zip,Address Country,Property Ar Post Month,Property Ap Post Month,Property Gl Post Month,Property Email Mailto,Address Full,Gmaps Url,Gmaps Iframe
739085.0,1047 Commonwealth Avenue,Student,https://1047commonwealthavenue.prospectportal.com/,info@1047commonwealth.com,,,FALSE,FALSE,,,1047 Commonwealth Avenue,Boston,MA,2215.0,US,09/2024,09/2024,09/2024,info@1047commonwealth.com,1047 Commonwealth Avenue, Boston, MA 02215, US,https://www.google.com/maps/embed/v1/place?key=AIzaSyA9iicnOPVX6NmifeCQNYtEhIciwdSgaOc&q=1047%20Commonwealth%20Avenue,%20Boston,%20MA%2002215,%20US,<iframe src='https://www.google.com/maps/embed/v1/place?key=AIzaSyA9iicnOPVX6NmifeCQNYtEhIciwdSgaOc&q=1047%20Commonwealth%20Avenue,%20Boston,%20MA%2002215,%20US' width='800' height='600' style='border:0;' allowfullscreen='' loading='lazy' referrerpolicy='no-referrer-when-downgrade'></iframe>
739084.0,908 S. 1st,Student,https://www.theacademycampustown.com/,Info@theacademycampustown.com,,,FALSE,FALSE,739076.0,,908 S. 1st,Champaign,IL,61820.0,US,09/2024,09/2024,09/2024,Info@theacademycampustown.com,908 S. 1st, Champaign, IL 61820, US,https://www.google.com/maps/embed/v1/place?key=AIzaSyA9iicnOPVX6NmifeCQNYtEhIciwdSgaOc&q=908%20S.%201st,%20Champaign,%20IL%2061820,%20US,<iframe src='https://www.google.com/maps/embed/v1/place?key=AIzaSyA9iicnOPVX6NmifeCQNYtEhIciwdSgaOc&q=908%20S.%201st,%20Champaign,%20IL%2061820,%20US' width='800' height='600' style='border:0;' allowfullscreen='' loading='lazy' referrerpolicy='no-referrer-when-downgrade'></iframe>
641240.0,Academy 65,Student,https://www.academy65.com,info@academy65.com,,,FALSE,FALSE,,2018.0,1325 65th St,Sacramento,CA,95819.0,US,09/2024,09/2024,09/2024,info@academy65.com,1325 65th St, Sacramento, CA 95819, US,https://www.google.com/maps/embed/v1/place?key=AIzaSyA9iicnOPVX6NmifeCQNYtEhIciwdSgaOc&q=1325%2065th%20St,%20Sacramento,%20CA%2095819,%20US,<iframe src='https://www.google.com/maps/embed/v1/place?key=AIzaSyA9iicnOPVX6NmifeCQNYtEhIciwdSgaOc&q=1325%2065th%20St,%20Sacramento,%20CA%2095819,%20US' width='800' height='600' style='border:0;' allowfullscreen='' loading='lazy' referrerpolicy='no-referrer-when-downgrade'></iframe>
676055.0,Academy Lincoln,Student,https://www.academylincoln.com/academy-lincoln-lincoln-nebraska/,info@academylincoln.com,,,FALSE,FALSE,,,1850 P Street,Lincoln,NE,68508.0,US,09/2024,09/2024,09/2024,info@academylincoln.com,1850 P Street, Lincoln, NE 68508, US,https://www.google.com/maps/embed/v1/place?key=AIzaSyA9iicnOPVX6NmifeCQNYtEhIciwdSgaOc&q=1850%20P%20Street,%20Lincoln,%20NE%2068508,%20US,<iframe src='https://www.google.com/maps/embed/v1/place?key=AIzaSyA9iicnOPVX6NmifeCQNYtEhIciwdSgaOc&q=1850%20P%20Street,%20Lincoln,%20NE%2068508,%20US' width='800' height='600' style='border:0;' allowfullscreen='' loading='lazy' referrerpolicy='no-referrer-when-downgrade'></iframe>
518044.0,Shortbread Lofts,Student,http://shortbreadlofts.com,info@shortbreadlofts.com,,,FALSE,FALSE,,2014.0,333 W Rosemary Street,Chapel Hill,NC,27516.0,US,09/2024,09/2024,09/2024,info@shortbreadlofts.com,333 W Rosemary Street, Chapel Hill, NC 27516, US,https://www.google.com/maps/embed/v1/place?key=AIzaSyA9iicnOPVX6NmifeCQNYtEhIciwdSgaOc&q=333%20W%20Rosemary%20Street,%20Chapel%20Hill,%20NC%2027516,%20US,<iframe src='https://www.google.com/maps/embed/v1/place?key=AIzaSyA9iicnOPVX6NmifeCQNYtEhIciwdSgaOc&q=333%20W%20Rosemary%20Street,%20Chapel%20Hill,%20NC%2027516,%20US' width='800' height='600' style='border:0;' allowfullscreen='' loading='lazy' referrerpolicy='no-referrer-when-downgrade'></iframe>
952515.0,SOVA,Student,https://sovaksu.com/,info@sovaksu.com,,,FALSE,FALSE,,2018.0,3021 Hidden Forest Ct,Marietta,GA,30066.0,US,09/2024,09/2024,09/2024,info@sovaksu.com,3021 Hidden Forest Ct, Marietta, GA 30066, US,https://www.google.com/maps/embed/v1/place?key=AIzaSyA9iicnOPVX6NmifeCQNYtEhIciwdSgaOc&q=3021%20Hidden%20Forest%20%20Ct,%20Marietta,%20GA%2030066,%20US,<iframe src='https://www.google.com/maps/embed/v1/place?key=AIzaSyA9iicnOPVX6NmifeCQNYtEhIciwdSgaOc&q=3021%20Hidden%20Forest%20%20Ct,%20Marietta,%20GA%2030066,%20US' width='800' height='600' style='border:0;' allowfullscreen='' loading='lazy' referrerpolicy='no-referrer-when-downgrade'></iframe>
518041.0,The Academy at Frisco,Student,http://www.theacademyatfrisco.com,info@theacademyatfrisco.com,,,FALSE,FALSE,,2012.0,413 N West Ave,Fayetteville,AR,72701.0,US,09/2024,09/2024,09/2024,info@theacademyatfrisco.com,413 N West Ave, Fayetteville, AR 72701, US,https://www.google.com/maps/embed/v1/place?key=AIzaSyA9iicnOPVX6NmifeCQNYtEhIciwdSgaOc&q=413%20N%20West%20Ave,%20Fayetteville,%20AR%2072701,%20US,<iframe src='https://www.google.com/maps/embed/v1/place?key=AIzaSyA9iicnOPVX6NmifeCQNYtEhIciwdSgaOc&q=413%20N%20West%20Ave,%20Fayetteville,%20AR%2072701,%20US' width='800' height='600' style='border:0;' allowfullscreen='' loading='lazy' referrerpolicy='no-referrer-when-downgrade'></iframe>
518042.0,The Academy on Charles,Student,http://www.theacademyoncharles.com,info@theacademyoncharles.com,,,FALSE,FALSE,,2012.0,3700 N Charles St,Baltimore,MD,21218.0,US,09/2024,09/2024,09/2024,info@theacademyoncharles.com,3700 N Charles St, Baltimore, MD 21218, US,https://www.google.com/maps/embed/v1/place?key=AIzaSyA9iicnOPVX6NmifeCQNYtEhIciwdSgaOc&q=3700%20N%20Charles%20St,%20Baltimore,%20MD%2021218,%20US,<iframe src='https://www.google.com/maps/embed/v1/place?key=AIzaSyA9iicnOPVX6NmifeCQNYtEhIciwdSgaOc&q=3700%20N%20Charles%20St,%20Baltimore,%20MD%2021218,%20US' width='800' height='600' style='border:0;' allowfullscreen='' loading='lazy' referrerpolicy='no-referrer-when-downgrade'></iframe>
833617.0,The Dean Campustown,Student,https://www.thedean.com/campustown/,info@thedeancampustown.com,The Dean offers unique student apartments near UIUC you can't find anywhere else. Here, convenience and luxury culminate in the best housing amenities, including upscale apartment features. Contact us today to find out details on our 16th a,Take your college living experience to the next level with The Dean in Champaign. Conveniently located in the center of Campustown and adjacent to the heart of campus and Greek life, our student apartments near the University of Illinois at Urbana-Champaign are comprised of everything students need and want &mdash; including spacious apartments with modern finishes and a range of luxury amenities.,FALSE,FALSE,,2020.0,708 South 6th Street,Champaign,IL,61820.0,US,09/2024,09/2024,09/2024,info@thedeancampustown.com,708 South 6th Street, Champaign, IL 61820, US,https://www.google.com/maps/embed/v1/place?key=AIzaSyA9iicnOPVX6NmifeCQNYtEhIciwdSgaOc&q=708%20South%206th%20Street,%20Champaign,%20IL%2061820,%20US,<iframe src='https://www.google.com/maps/embed/v1/place?key=AIzaSyA9iicnOPVX6NmifeCQNYtEhIciwdSgaOc&q=708%20South%206th%20Street,%20Champaign,%20IL%2061820,%20US' width='800' height='600' style='border:0;' allowfullscreen='' loading='lazy' referrerpolicy='no-referrer-when-downgrade'></iframe>
1197887.0,The Dean Reno,Student,http://thedeanreno.prospectportal.com,info@thedeanreno.com,,,FALSE,FALSE,,2023.0,1475 N. Virginia Street,Reno,NV,89503.0,US,09/2024,09/2024,09/2024,info@thedeanreno.com,1475 N. Virginia Street, Reno, NV 89503, US,https://www.google.com/maps/embed/v1/place?key=AIzaSyA9iicnOPVX6NmifeCQNYtEhIciwdSgaOc&q=1475%20N.%20Virginia%20Street,%20Reno,%20NV%2089503,%20US,<iframe src='https://www.google.com/maps/embed/v1/place?key=AIzaSyA9iicnOPVX6NmifeCQNYtEhIciwdSgaOc&q=1475%20N.%20Virginia%20Street,%20Reno,%20NV%2089503,%20US' width='800' height='600' style='border:0;' allowfullscreen='' loading='lazy' referrerpolicy='no-referrer-when-downgrade'></iframe>
